NUSEQPATR	NUPATRIMONIO	DEPATRIMONIO	CDPROJETO	CDLOCAL	CODOBJETO	CDMATRFUNCIONARIO	SITUACAO	DTAQUISICAO	DTBAIXA	USUARIO	DTOPERACAO
8498	13957	ENCERADEIRA	736	501	126	133838	EM USO	NULL	NULL	ABIGAIL	2025-08-14
8499	13958	ENCERADEIRA CLEANER 300 110V	736	501	343	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8500	13962	ENCERADEIRA CLEANER 300 110V	736	501	343	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8501	13965	ENCERADEIRA CLEANER 300 110V	736	501	343	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8502	13966	ENCERADEIRA CLEANER 400 110V	736	501	345	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8503	13967	ENCERADEIRA CLEANER 300 110V	736	501	343	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8504	19555	ENCERADEIRA CLEANER 350 110V	736	501	344	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8505	25789	ENCERADEIRA CLEANER 350 110V	736	501	344	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8506	25800	ENCERADEIRA CLEANER 350 110V	736	501	344	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8507	25805	ENCERADEIRA CLEANER 300 110V	8	530	343	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2025-03-28
8508	25806	ENCERADEIRA CLEANER 300 110V	736	501	343	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8509	25807	ENCERADEIRA CLEANER 350 110V	736	501	344	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8510	25810	ENCERADEIRA CLEANER 350 110V	736	501	344	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8511	25812	ENCERADEIRA CLEANER 350 220V	736	501	1034	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8512	25820	ENCERADEIRA CLEANER 350 110V	736	501	344	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8513	1685	ENCERADEIRA CLEANER 300 110V	736	501	343	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8514	13897	ENCERADEIRA CLEANER 300 110V	736	501	343	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8515	13999	ENCERADEIRA CLEANER 300 110V	736	501	343	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8516	17706	ENCERADEIRA CLEANER 400 110V	8	530	345	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2025-03-28
8517	25791	ENCERADEIRA CLEANER 350 110V	736	501	344	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-05-13
8518	25811	ENCERADEIRA CLEANER 350 110V	8	530	344	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2025-03-28
8519	1391	ENCERADEIRA CLEANER 300 110V	8	530	343	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2025-03-28
8520	10226	ESCADA DE ALUMINIO 6 DEGRAUS	999915	1642	51	185895	Á DISPOSIÇÃO	NULL	NULL	TIAGOP	2025-10-27
8521	13942	ESCADA DE ALUMINIO 7 DEGRAUS	999914	1922	52	133838	EM USO	NULL	NULL	BEA.SC	2025-11-24
8522	13939	ESCADA DE ALUMINIO 7 DEGRAUS	999915	1642	52	185895	Á DISPOSIÇÃO	NULL	NULL	TIAGOP	2025-08-26
8523	13945	ESCADA DE ALUMINIO 7 DEGRAUS	8	530	52	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-10-29
8524	13870	ESCADA DE ALUMINIO 7 DEGRAUS	8	530	52	133838	BAIXA	NULL	NULL	BEA.SC	2025-10-31
8525	13886	ESCADA 7 DEGRAUS	8	530	52	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-06-17
8526	13944	ESCADA DE ALUMINIO 7 DEGRAUS	999915	1642	52	185895	Á DISPOSIÇÃO	NULL	NULL	TIAGOP	2025-08-26
8527	13938	ESCADA DE ALUMINIO 7 DEGRAUS	999915	1642	52	185895	Á DISPOSIÇÃO	NULL	NULL	TIAGOP	2025-08-26
8528	10326	LAVADORA DE ALTA PRESSÃO KARCHER K2	999915	1642	359	185895	Á DISPOSIÇÃO	NULL	NULL	TIAGOP	2025-08-26
8529	10329	LAVADORA DE ALTA PRESSÃO LAVOR PRO MAX 1600	999915	1642	360	185895	CONSERTO	NULL	NULL	TIAGOP	2025-12-01
8530	7784	LAVADORA DE ALTA PRESSÃO RE 109	100001	109	65	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-08-15
8531	7459	LAVADORA DE ALTA PRESSÃO POWER 19L	100001	109	362	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-08-15
8532	30028	LAVADORA DE ALTA PRESSÃO WAP BRAVO 2550	100001	109	363	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-08-15
8533	30029	CARRO CORTADOR DE GRAMA TRAMONTINA GARDEN LINE	100001	109	365	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-08-15
8534	10244	APARADOR DE GRAMA TOYAMA	999915	1642	373	185895	Á DISPOSIÇÃO	NULL	NULL	TIAGOP	2025-10-22
8535	6522	ASPIRADOR DE PO FLOOR VAC 1500 WAP	100001	109	379	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-08-15
8536	6622	ASPIRADOR DE PÓ KRONOS 23	8	530	21	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-06-18
8537	6520	ASPIRADOR DE PÓ KRONOS 23	8	530	21	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-06-18
8538	10318	ASPIRADOR DE PO VAC 22	379	1041	28	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-05-13
8539	13974	ASPIRADOR DE PÓ HIDROLUX	100001	109	18	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-08-15
8540	13975	ASPIRADOR DE PÓ HIDROLUX	100001	109	18	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-08-15
8541	19530	ASPIRADOR DE PO E AGUA ELECTROLUX GT3000 PRO	100001	109	377	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-08-15
8542	19562	ASPIRADOR DE PO E AGUA WAP 20 INOX 220V	999915	1642	1092	185895	Á DISPOSIÇÃO	NULL	NULL	TIAGOP	2025-08-07
8543	30031	CADEIRA DE ESCRITORIO CINZA (FIXA)	999915	1642	348	185895	Á DISPOSIÇÃO	NULL	NULL	TIAGOP	2025-08-28
8544	30041	CADEIRA DE ESCRITORIO AZUL (GIRATORIA)	100001	109	390	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-08-15
8545	30043	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	8	530	389	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-02
8546	28057	MONITOR 19.5 LED, WIDESCREEN, 75HZ	197	1895	391	133838	EM USO	2024-06-11	NULL	RYAN	2025-07-09
8547	13911	ENCERADEIRA CLEANER 300 110V	736	501	343	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8548	13693	ENCERADEIRA CLEANER 300 110V	8	530	343	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-06-20
8549	25801	ENCERADEIRA CLEANER 350 110V	736	501	344	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8550	1339	ENCERADEIRA CLEANER 300 110V	736	501	343	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8551	1537	ENCERADEIRA CLEANER 300 110V	736	501	343	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8552	1706	ENCERADEIRA CLEANER 300 110V	736	501	343	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8553	13905	ENCERADEIRA CLEANER 300 110V	736	501	343	133838	EM USO	NULL	NULL	RYAN	2025-02-28
8554	30032	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	100001	109	389	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-08-15
8555	30034	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	999915	1642	389	185895	Á DISPOSIÇÃO	NULL	NULL	TIAGOP	2025-08-28
8556	30036	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	100001	109	389	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-08-15
8557	30033	CADEIRA DE ESCRITORIO AZUL (GIRATORIA)	100001	109	390	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-08-15
8558	30035	CADEIRA DE ESCRITORIO AZUL (GIRATORIA)	100001	109	390	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-08-15
8559	30037	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	8	530	389	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-02
8560	30038	CADEIRA DE ESCRITORIO PRETA (FIXA)	8	530	396	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-02
8561	30039	CADEIRA DE ESCRITORIO PRETA (FIXA)	8	530	396	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-02
8562	30042	CADEIRA DE ESCRITORIO PRETA (FIXA)	8	530	396	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8563	30044	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	100001	109	389	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-08-15
8564	30045	CADEIRA DE ESCRITORIO PRETA (FIXA)	8	530	396	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-02
8565	30099	CADEIRA DE ESCRITORIO PRETA (FIXA)	8	530	396	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-02
8566	30046	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	100001	109	389	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2024-08-15
8567	30062	ROÇADEIRA BRAVER LIGHT 110V	999915	1642	398	185895	Á DISPOSIÇÃO	NULL	NULL	TIAGOP	2025-10-01
8568	6536	MAQUINA A VAPOR LAVOR SKY VAP MAX 110V	999915	1642	400	185895	CONSERTO	NULL	NULL	TIAGOP	2025-12-01
8569	6537	MAQUINA A VAPOR LAVOR SKY VAP MAX 110V	999915	1642	400	185895	CONSERTO	NULL	NULL	TIAGOP	2025-12-01
8570	30063	MAQUINA A VAPOR LAVOR SKY VAP MAX 110V	999915	1642	400	185895	CONSERTO	NULL	NULL	TIAGOP	2025-12-01
8571	30064	SMARTPHONE SAMSUNG GALAXY A15	8	530	322	135583	EM USO	2024-06-17	NULL	BEA.SC	2025-11-14
8572	30068	ARMARIO BAIXO 2 GAVETAS	8	530	404	133838	EM USO	NULL	NULL	BEA.SC	2025-10-31
8573	30075	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	999915	1642	389	185895	Á DISPOSIÇÃO	NULL	NULL	TIAGOP	2025-08-28
8574	30076	COFRE	8	530	413	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-10-15
8575	14062	LONGARINA ESTOFADA CINZA 2 LUGARES	8	4	434	133838	EM USO	NULL	NULL	BEA.SC	2025-10-20
8576	14063	LONGARINA ESTOFADA CINZA 3 LUGARES	8	4	435	133838	EM USO	NULL	NULL	BEA.SC	2025-10-20
8577	14064	LONGARINA ESTOFADA CINZA 3 LUGARES	8	4	435	133838	EM USO	NULL	NULL	BEA.SC	2025-10-20
8578	14065	LONGARINA ESTOFADA CINZA 3 LUGARES	8	4	435	133838	EM USO	NULL	NULL	BEA.SC	2025-10-20
8579	14066	LONGARINA PRETA 3 LUGARES	8	4	436	133838	EM USO	NULL	NULL	BEA.SC	2025-10-20
8580	14067	LONGARINA PRETA 3 LUGARES	8	4	436	133838	EM USO	NULL	NULL	BEA.SC	2025-10-20
8581	14068	AR CONDICIONADO	8	130	170	133838	EM USO	NULL	NULL	SISTEMA	2025-12-03
8582	14069	BEBEDOURO MASTERFRIO	8	4	438	133838	EM USO	NULL	NULL	BEA.SC	2025-10-20
8583	14070	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	999915	1642	389	185895	Á DISPOSIÇÃO	NULL	NULL	TIAGOP	2025-08-28
8584	14071	ARMARIO BALCAO 3 PORTAS	530	13	439	133838	EM USO	NULL	NULL	RYAN	2024-06-28
8585	14075	MESA DE ESCRITORIO INDIVIDUAL REGULAVEL	8	530	409	133838	EM USO	NULL	NULL	BEA.SC	2025-10-17
8586	14078	MONITOR DELL	8	530	402	10413	EM USO	NULL	NULL	BEA.SC	2025-10-17
8587	14079	SUPORTE DE VIDRO PARA MONITOR	8	530	414	10413	EM USO	NULL	NULL	BEA.SC	2025-10-17
8588	14080	SUPORTE DE VIDRO PARA MONITOR	8	530	414	10413	EM USO	NULL	NULL	BEA.SC	2025-10-17
8589	14081	TELEFONE FIXO INTELBRAS TIP 120I	8	530	417	10413	EM USO	NULL	NULL	BEA.SC	2025-10-17
8590	14082	MESA DE ESCRITORIO INDIVIDUAL 2 GAVETAS	8	530	403	10413	EM USO	NULL	NULL	BEA.SC	2025-10-17
8591	16501	CADEIRA DE ESCRITORIO AZUL (GIRATORIA)	8	530	390	10413	EM USO	NULL	NULL	BEA.SC	2025-10-17
8592	14083	GAVETEIRO 3 GAVETAS COM CHAVE	8	530	252	133838	EM USO	NULL	NULL	BEA.SC	2025-10-17
8593	14084	ARMARIO BAIXO DE MADEIRA AMARELO 3 PORTAS	8	530	441	133838	EM USO	NULL	NULL	BEA.SC	2025-10-17
8594	10270	VENTILADOR MELLORY	8	130	442	133838	BAIXA	NULL	2025-12-23	BEA.SC	2025-10-17
8595	28287	CARRINHO DE CARGA 250KG	736	501	446	133838	EM USO	2024-06-14	NULL	RYAN	2024-07-10
8596	30112	CADEIRA DE ESCRITORIO AZUL (GIRATORIA)	999915	1642	390	185895	Á DISPOSIÇÃO	NULL	NULL	TIAGOP	2025-08-28
8597	16337	CADEIRA DE ESCRITORIO AZUL (GIRATORIA)	8	530	390	133838	EM USO	NULL	NULL	BEA.SC	2025-11-11
8598	30114	CPU	8	2034	151	133838	EM USO	NULL	NULL	BEA.SC	2025-10-16
8599	19349	CAFETEIRA PHILCO	8	530	466	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-10-20
8600	28291	RELÓGIO PONTO BIOMÉTRICO CONTROL ID CLASS	610	135	105	133838	EM USO	2024-06-24	NULL	RYAN	2024-07-05
8601	30410	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8602	30411	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	NULL	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8603	30412	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8604	30413	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8605	30414	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8606	30415	CADEIRA DE ESCRITORIO PRETA (FIXA)	721	1420	396	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8607	30416	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8608	30417	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8609	30401	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8610	30402	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8611	30403	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8612	30405	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8613	30406	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8614	30407	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8615	30408	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8616	30409	CADEIRA DE ESCRITORIO PRETA (FIXA)	721	1420	396	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8617	30418	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8618	29744	VENTILADOR TYF 6 PAS	545	78	484	133838	EM USO	NULL	NULL	RYAN	2024-07-10
8619	29746	VENTILADOR TYF 6 PAS	545	78	484	133838	EM USO	NULL	NULL	RYAN	2024-07-10
8620	13178	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8621	13179	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8622	13180	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8623	13181	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8624	29803	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8625	29806	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8626	29820	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8627	29824	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8628	29827	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8629	29829	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8630	29833	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8631	29834	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8632	29836	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8633	29838	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8634	29840	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8635	29844	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8636	29846	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	721	1420	389	133838	EM USO	NULL	NULL	RYAN	2024-09-18
8637	14107	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8638	14108	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8639	14109	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8640	14110	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8641	14111	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8642	14112	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8643	14113	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8644	14114	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8645	14115	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8646	14116	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8647	14117	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8648	14118	CADEIRA ESTUDANTIL COM APOIO	100001	109	244	133838	EM USO	NULL	NULL	BEA.SC	2025-12-03
8649	14119	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8650	14120	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8651	14121	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	EM USO	NULL	NULL	BEA.SC	2025-12-01
8652	14122	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	EM USO	NULL	NULL	BEA.SC	2025-12-01
8653	14124	MESA DE REUNIÃO GRANDE	8	530	497	133838	EM USO	NULL	NULL	BEA.SC	2025-12-01
8654	14125	ARMARIO DE METAL 9 PRATELEIRAS	8	530	498	133838	EM USO	NULL	NULL	BEA.SC	2025-12-01
8655	14127	MESA DE ESCRITORIO GRANDE	100001	109	499	133838	EM USO	NULL	NULL	BEA.SC	2025-12-03
8656	14126	ARMARIO BAIXO DE METAL E VIDRO BRANCO 2 PORTAS	100001	109	501	133838	EM USO	NULL	NULL	BEA.SC	2025-12-03
8657	14128	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	EM USO	NULL	NULL	BEA.SC	2025-12-01
8658	14129	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8659	14130	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8660	14131	CADEIRA ESTUDANTIL COM APOIO	8	530	244	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8661	10258	VENTILADOR VENTISOL	8	530	450	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-10-28
8662	14132	TABUA DE PASSAR ROUPA	8	530	503	133838	EM USO	NULL	NULL	BEA.SC	2025-12-01
8663	14133	BALANÇA SONAKI SK-80	8	530	504	133838	EM USO	NULL	NULL	BEA.SC	2025-12-03
8664	14134	CADEIRA DE ESCRITORIO PRETA (GIRATORIA)	100001	109	389	133838	EM USO	NULL	NULL	BEA.SC	2025-12-03
8666	14138	CADEIRA DE ESCRITORIO VERMELHA FIXA	8	530	506	133838	EM USO	NULL	NULL	BEA.SC	2025-12-01
8667	14139	CADEIRA DE ESCRITORIO VERMELHA FIXA	8	530	506	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8668	14140	CADEIRA DE ESCRITORIO VERMELHA FIXA	8	530	506	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8669	14141	CADEIRA DE ESCRITORIO VERMELHA FIXA	100001	109	506	133838	EM USO	NULL	NULL	BEA.SC	2025-12-03
8670	14142	CADEIRA DE ESCRITORIO VERMELHA FIXA	8	530	506	133838	EM USO	NULL	NULL	BEA.SC	2025-12-01
8671	14143	CADEIRA DE ESCRITORIO VERMELHA FIXA	8	530	506	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8672	14144	CADEIRA DE ESCRITORIO VERMELHA FIXA	8	530	506	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8673	14145	CADEIRA DE ESCRITORIO VERMELHA FIXA	8	530	506	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8674	14146	CADEIRA DE ESCRITORIO VERMELHA FIXA	100001	109	506	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-03
8675	14147	CADEIRA DE ESCRITORIO VERMELHA FIXA	8	530	506	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8676	14148	CADEIRA DE ESCRITORIO VERMELHA FIXA	8	530	506	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8677	14149	CADEIRA DE ESCRITORIO VERMELHA FIXA	8	530	506	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8678	14150	CADEIRA DE ESCRITORIO VERMELHA FIXA	8	530	506	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8679	14151	CADEIRA DE ESCRITORIO VERMELHA FIXA	8	530	506	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8680	14152	CADEIRA DE ESCRITORIO VERMELHA FIXA	8	530	506	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8681	14153	CADEIRA DE ESCRITORIO VERMELHA FIXA	8	530	506	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8682	14154	CADEIRA DE ESCRITORIO VERMELHA FIXA	8	530	506	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8683	14155	CADEIRA DE ESCRITORIO VERMELHA FIXA	8	530	506	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-12-01
8684	30223	ARMARIO DE MADEIRA 6 PRATELEIRAS	8	530	507	133838	EM USO	NULL	NULL	RYAN	2024-07-19
8685	30224	TABUA DE PASSAR ROUPA	8	530	503	133838	EM USO	NULL	NULL	BEA.SC	2025-12-01
8686	30225	ESCADA DE ALUMINIO 5 DEGRAUS	8	530	50	133838	EM USO	NULL	NULL	BEA.SC	2025-12-01
8687	1263	ESCADA 3 DEGRAUS	8	530	49	133838	EM USO	NULL	NULL	BEA.SC	2025-12-01
8688	25890	SMARTPHONE SAMSUNG GALAXY A03 CORE	665	1421	323	133838	EM USO	NULL	NULL	RYAN	2024-07-19
8689	25889	SMARTPHONE SAMSUNG GALAXY A03 CORE	665	1421	323	133838	EM USO	NULL	NULL	RYAN	2024-07-19
8690	25887	SMARTPHONE SAMSUNG GALAXY A04E	665	1421	513	133838	EM USO	NULL	NULL	RYAN	2024-07-19
8691	25891	SMARTPHONE SAMSUNG GALAXY A03 CORE	665	1421	323	133838	EM USO	NULL	NULL	RYAN	2024-07-19
8692	25888	SMARTPHONE SAMSUNG GALAXY A14	197	1895	295	169498	EM USO	NULL	NULL	BEA.SC	2025-08-27
8693	7510	CPU	8	530	151	7682	BAIXA	NULL	NULL	BEA.SC	2025-11-28
8694	14158	MONITOR AOC	8	530	440	133838	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-10-28
8695	14159	MONITOR LG	8	530	452	133838	EM USO	NULL	NULL	BEA.SC	2025-10-23
8696	17235	MONITOR DELL	8	530	402	158417	Á DISPOSIÇÃO	NULL	NULL	BEA.SC	2025-10-23
8697	4550	MONITOR SAMSUNG	8	530	421	133838	Á DISPOSIÇÃO	NULL	NULL	RYAN	2025-06-10
