NUPATRIMONIO	SITUACAO	MARCA	CDLOCAL	MODELO	COR	DTAQUISICAO	DEHISTORICO	CDMATRFUNCIONARIO	CDPROJETO	USUARIO	DTOPERACAO	NUMOF	CODOBJETO	FLCONFERIDO
31726	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1019	N
31727	EM USO		1			<null>		133838	199	RYAN	19/11/2024	47759	994	N
31728	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1018	N
31729	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1016	N
31730	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1016	N
31731	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1016	N
31732	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1010	N
31733	EM USO		1			<null>		133838	199	RYAN	22/11/2024	47759	251	N
31734	EM USO		1			<null>		133838	199	RYAN	22/11/2024	47759	251	N
31735	EM USO		1			<null>		133838	199	RYAN	22/11/2024	47759	251	N
31736	EM USO		1			<null>		133838	199	RYAN	22/11/2024	47759	251	N
31737	EM USO	ESMALTEC	1			<null>		133838	199	RYAN	22/11/2024	47759	999	N
31738	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	403	N
31739	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1011	N
31740	EM USO	DELL	1			<null>		133838	199	RYAN	22/11/2024	47759	1001	N
31741	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	662	N
31742	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	390	N
31743	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	1009	N
31745	EM USO	INTELBRAS	1			<null>		133838	199	RYAN	19/11/2024	47759	908	N
31746	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1011	N
31747	EM USO	DELL	1			<null>		133838	199	RYAN	25/11/2024	47759	1001	N
31749	EM USO	INTELBRAS	1			<null>		133838	199	RYAN	19/11/2024	47759	908	N
31750	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	662	N
31751	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1017	N
31752	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	390	N
31753	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1010	N
31754	EM USO	DELL	1			<null>		133838	199	RYAN	25/11/2024	47759	1001	N
31755	EM USO		1			<null>		133838	199	RYAN	19/11/2024	47759	908	N
31757	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	662	N
31758	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1017	N
31759	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	390	N
31760	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1011	N
31761	EM USO	DELL	1			<null>		133838	199	RYAN	25/11/2024	47759	1001	N
31763	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	662	N
31764	EM USO		1			<null>	OC DE MANUTENÇÃO 51232	133838	199	RYAN	07/05/2025	51232	390	N
31765	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1010	N
31766	EM USO	DELL	1			<null>		133838	199	RYAN	25/11/2024	47759	1001	N
31768	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	662	N
31769	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	390	N
31770	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1010	N
31771	EM USO	DELL	1			<null>		133838	199	RYAN	25/11/2024	47759	1001	N
31773	EM USO		1			<null>		133838	199	RYAN	19/11/2024	47759	908	N
31774	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	662	N
31775	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	1009	N
31776	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	390	N
31777	EM USO	DELL	1			<null>		133838	199	RYAN	27/11/2024	47759	1015	N
31778	EM USO	DELL	1			<null>		133838	199	RYAN	25/11/2024	47759	1001	N
31780	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	662	N
31781	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	1009	N
31782	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	390	N
31783	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1010	N
31784	EM USO	DELL	1			<null>		133838	199	RYAN	25/11/2024	47759	1001	N
31786	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	662	N
31787	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1017	N
31788	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	390	N
31789	EM USO		1			<null>		133838	199	RYAN	25/11/2024	47759	211	N
31790	EM USO		1			<null>		133838	199	RYAN	25/11/2024	47759	211	N
31791	EM USO		1			<null>		133838	199	RYAN	25/11/2024	47759	211	N
31792	EM USO		1			<null>		133838	199	RYAN	25/11/2024	47759	199	N
31793	EM USO		1			<null>		133838	199	RYAN	25/11/2024	47759	211	N
31794	EM USO		1			<null>		133838	199	RYAN	25/11/2024	47759	211	N
31795	EM USO		1			<null>		133838	199	RYAN	25/11/2024	47759	211	N
31796	EM USO		1			<null>		133838	199	RYAN	25/11/2024	47759	211	N
31797	EM USO		1			<null>		133838	199	RYAN	25/11/2024	47759	211	N
31798	EM USO		1			<null>		133838	199	RYAN	25/11/2024	47759	211	N
31799	EM USO		1			<null>		133838	199	RYAN	25/11/2024	47759	211	N
31800	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	211	N
31801	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	211	N
31802	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	1008	N
31803	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	1008	N
31804	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	1008	N
31805	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	1008	N
31806	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	1008	N
31807	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	1008	N
31808	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	1008	N
31809	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	1008	N
31810	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	1008	N
31811	EM USO		1			<null>		133838	199	RYAN	19/11/2024	47759	995	N
31812	EM USO		1			<null>		133838	199	RYAN	19/11/2024	47759	995	N
31813	EM USO		1			<null>		133838	199	RYAN	19/11/2024	47759	995	N
31814	EM USO		1			<null>		133838	199	RYAN	22/11/2024	47759	995	N
31815	EM USO		1			<null>		133838	199	RYAN	22/11/2024	47759	995	N
31816	EM USO		1			<null>	OC DE MANUTENÇÃO 51232	133838	199	RYAN	07/05/2025	51232	390	N
31817	EM USO		1			<null>		133838	199	RYAN	26/11/2024	47759	390	N
31818	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	321	N
31819	EM USO	ELGIN	1			25/03/2022		133838	199	RYAN	19/11/2024	33586	993	N
31820	EM USO	ELGIN	1			25/03/2022		133838	199	RYAN	19/11/2024	33586	993	N
31821	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1010	N
31824	EM USO		1			<null>		133838	199	RYAN	19/11/2024	47759	908	N
31825	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	662	N
31826	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1017	N
31827	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	403	N
31828	EM USO		1			<null>		133838	199	RYAN	22/11/2024	47759	251	N
31829	EM USO		1			<null>	OC DE MANUTENÇÃO 51232	133838	199	RYAN	07/05/2025	51232	390	N
31830	EM USO		1			<null>		133838	199	RYAN	27/11/2024	47759	1016	N
31833	Á DISPOSIÇÃO	TOYAMA	2016			<null>		133838	199	BEA.SC	29/08/2025	47839	1003	N
31838	Á DISPOSIÇÃO	STIHL	1642	RE 110 127V 1700W		<null>		185895	999915	TIAGOP	14/10/2025	<null>	1077	N
31844	EM USO	STIHL	830			<null>		133838	642	RYAN	03/01/2025	47840	374	N
31851	EM USO	MOTOROLA	1			<null>		133838	8	BEA.SC	01/12/2025	44136	334	S
31852	Á DISPOSIÇÃO	CONTROL ID	1696			<null>	BLOQUEADO	133838	841	BEA.SC	04/08/2025	44136	198	N
31853	EM USO	SMART CH	2057			<null>	MATRIZ RH - OSNIR - RESERVA	133838	8	BEA.SC	01/12/2025	45843	829	S
31854	EM USO	TS SHARA	1969			17/09/2024		133838	8	BEA.SC	22/10/2025	46435	830	N
31855	EM USO	TS SHARA	1969			17/09/2024		133838	8	BEA.SC	01/12/2025	46435	830	S
31856	EM USO	LG	2031			<null>	SETOR DE COMPRAS	178574	8	BEA.SC	15/10/2025	44136	824	N
31857	EM USO		2031			<null>	SETOR DE COMPRAS	178574	8	BEA.SC	15/10/2025	44136	416	<null>
31858	EM USO		2031			<null>	SETOR DE COMPRAS	133838	8	BEA.SC	15/10/2025	44136	416	<null>
31859	EM USO	ACER	2031			<null>	JOVEM APRENDIZ	133838	8	BEA.SC	15/10/2025	44136	769	N
31860	EM USO		2031			<null>		133838	8	BEA.SC	15/10/2025	<null>	252	N
31861	EM USO		2031			<null>	SETOR DE COMPRAS	133838	8	BEA.SC	15/10/2025	44136	252	N
31862	EM USO		2053			<null>	COMERCIAL - VINICIUS	133838	8	BEA.SC	14/11/2025	44136	410	N
31863	EM USO		2053			<null>	MATRIZ COMERCIAL - FABRICIO	133838	8	BEA.SC	14/11/2025	44136	151	N
31864	EM USO		2053			<null>	MATRIZ COMERCIAL - FABIANA	133838	8	BEA.SC	14/11/2025	44136	414	<null>
31865	EM USO		2053			<null>	MATRIZ COMERCIAL - FABIANA	133838	8	BEA.SC	14/11/2025	44136	414	<null>
31866	EM USO		2053			<null>	MATRIZ COMERCIAL - FABIANA	133838	8	BEA.SC	14/11/2025	44136	832	N
31867	EM USO		2053			<null>	MATRIZ COMERCIAL - FABIANA	133838	8	BEA.SC	14/11/2025	44136	410	N
31868	EM USO		1			<null>		133838	100001	BEA.SC	03/12/2025	44136	389	N
31869	EM USO		1			<null>		133838	100001	BEA.SC	03/12/2025	44136	330	N
31870	EM USO		2053			17/09/2024	MATRIZ COMERCIAL - PATRICIA	133838	8	BEA.SC	14/11/2025	46451	831	<null>
31871	EM USO		2053			<null>	MATRIZ COMERCIAL - PATRICIA	133838	8	BEA.SC	14/11/2025	44136	410	N
31872	EM USO		2053			<null>	MATRIZ COMERCIAL - SYLVIO	133838	8	BEA.SC	14/11/2025	44136	389	N
31873	EM USO		2053			<null>	MATRIZ COMERCIAL - JULIO	133838	8	BEA.SC	14/11/2025	44136	414	<null>
31874	EM USO	LG	2053			<null>	MATRIZ COMERCIAL - JULIO	133838	8	BEA.SC	14/11/2025	44136	825	N
31875	EM USO		2053			<null>	MATRIZ COMERCIAL - JULIO	133838	8	BEA.SC	14/11/2025	44136	330	N
31876	EM USO		1969			<null>	ESTOQUE	133838	8	BEA.SC	23/10/2025	44136	151	N
31877	EM USO		2053			<null>	MATRIZ COMERCIAL - VINICIUS	133838	8	BEA.SC	14/11/2025	44136	389	N
31878	EM USO		2053			<null>	MATRIZ COMERCIAL - SYLVIO	133838	8	BEA.SC	14/11/2025	44136	414	<null>
31879	EM USO	LG	2053			<null>	MATRIZ COMERCIAL - SYLVIO	133838	8	BEA.SC	14/11/2025	44136	824	N
31880	EM USO		2053			<null>	MATRIZ COMERCIAL - SYLVIO	133838	8	BEA.SC	14/11/2025	44136	410	N
31881	EM USO		2053			<null>	MATRIZ COMERCIAL - SYLVIO	133838	8	BEA.SC	14/11/2025	44136	330	N
31882	EM USO		1969			<null>	ESTOQUE STI	133838	8	BEA.SC	29/10/2025	44136	151	N
31883	EM USO		2053			<null>	COMERCIAL	133838	8	BEA.SC	14/11/2025	44136	389	N
31884	EM USO		2053			<null>	MATRIZ COMERCIAL - VINICIUS	133838	8	BEA.SC	14/11/2025	44136	414	<null>
31885	EM USO		2053			<null>	COMERCIAL - FABRICIO	133838	8	BEA.SC	14/11/2025	44136	330	N
31886	EM USO	LG	2053			<null>	COMERCIAL	133838	8	BEA.SC	01/12/2025	44136	835	S
31887	EM USO		2053			<null>	COMERCIAL	133838	8	BEA.SC	14/11/2025	44136	837	N
31888	EM USO	PHILCO	2053			<null>	COMERCIAL	133838	8	BEA.SC	14/11/2025	44136	312	N
31889	Á DISPOSIÇÃO	FERCAR	1642			11/09/2024		185895	999915	TIAGOP	21/08/2025	46355	843	N
31890	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
31892	Á DISPOSIÇÃO		2002			11/09/2024		185895	999915	TIAGOP	15/08/2025	46356	844	N
31893	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	848	N
31894	Á DISPOSIÇÃO	MAKITA	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	850	N
31895	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1039	N
31896	Á DISPOSIÇÃO	MOR	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	822	N
31897	Á DISPOSIÇÃO	BOSCH	1642			11/09/2024		185895	999915	TIAGOP	21/08/2025	46368	845	N
31898	Á DISPOSIÇÃO	GSR	2013			17/09/2024	CONTEM JOGO COMLETO DE BROCAS.	185895	920	LUIZ	20/08/2025	46441	846	N
31899	EM USO	SAMSUNG	1			<null>		133838	197	RYAN	11/07/2025	44136	1183	N
31901	EM USO		2052			<null>	ADRIANY - GESTÃO FORMAL	2063	8	BEA.SC	14/11/2025	44136	414	<null>
31902	EM USO		2052			<null>	GESTÃO FORMAL - ADRIANY	2063	8	BEA.SC	14/11/2025	44136	410	N
31903	EM USO		2052			<null>	GESTÃO FORMAL - ADRIANY	2063	8	BEA.SC	14/11/2025	44136	749	N
31904	EM USO		1			<null>		133838	100001	BEA.SC	03/12/2025	44136	389	N
31905	EM USO	DELL	2052			<null>	MATRIZ GESTÃO FORMAL	171112	8	BEA.SC	14/11/2025	44136	839	N
31906	EM USO		2052			<null>	MATRIZ GESTÃO FORMAL	171112	8	BEA.SC	14/11/2025	44136	414	<null>
31907	EM USO		2052			<null>	MATRIZ GESTÃO FORMAL - GISELE	171112	8	BEA.SC	14/11/2025	44136	410	N
31908	EM USO		2052			<null>	MATRIZ GESTÃO FORMAL - GISELE	171112	8	BEA.SC	14/11/2025	44136	389	N
31909	EM USO	LG	2052			<null>	MATRIZ GESTÃO FORMAL - MARIA HELENA	135583	8	BEA.SC	14/11/2025	44136	824	N
31910	EM USO		2052			<null>	MATRIZ GESTÃO FORMAL - MARIA HELENA	135583	8	BEA.SC	14/11/2025	44136	416	<null>
31911	EM USO		2052			<null>	MATRIZ GESTÃO FORMAL	135583	8	BEA.SC	14/11/2025	44136	410	N
31912	EM USO		1			<null>		135583	100001	BEA.SC	03/12/2025	44136	389	N
31913	EM USO		2052			<null>	GESTÃO FORMAL - ALESSANDRA H	189712	8	BEA.SC	14/11/2025	44136	414	<null>
31914	EM USO		2052			<null>	MATRIZ GESTÃO FORMAL - PAULA	133838	8	BEA.SC	14/11/2025	44136	389	N
31915	EM USO	FUJITSU	2052			<null>	MATRIZ GESTÃO FORMAL	171112	8	BEA.SC	14/11/2025	44136	840	N
31916	EM USO		2052			<null>	MATRIZ GESTÃO FORMAL - PAULA	13649	8	BEA.SC	14/11/2025	44136	414	<null>
31917	BAIXA		2052			<null>	MATRIZ GESTÃO FORMAL - ALESSANDRA ALMEIDA - DESCARTADO	133838	8	BEA.SC	02/12/2025	44136	417	S
31918	EM USO		2052			<null>	GESTÃO FORMAL - ALESSANDRA H	133838	8	BEA.SC	14/11/2025	<null>	390	N
31919	EM USO		2052			<null>	GESTÃO FORMAL - ALESSANDRA ALMEIDA	133838	8	BEA.SC	14/11/2025	<null>	721	<null>
31920	EM USO		2052			<null>	MATRIZ GESTÃO FORMAL	7682	8	BEA.SC	14/11/2025	44136	414	<null>
31921	EM USO	DELL	2052			<null>	MATRIZ GESTÃO FORMAL	7682	8	BEA.SC	14/11/2025	44136	839	N
31922	EM USO	LG	1969	"17"""		<null>	ESTOQUE	133838	8	BEA.SC	23/10/2025	44136	452	N
31923	EM USO		2052			<null>	MATRIZ GESTÃO FORMAL	7682	8	BEA.SC	14/11/2025	44136	410	N
31924	EM USO		2052			<null>	MATRIZ GESTÃO FORMAL	7682	8	BEA.SC	14/11/2025	44136	389	N
31925	EM USO		1			<null>	MATRIZ GESTÃO FORMAL	133838	8	RYAN	27/09/2024	44136	551	N
31926	EM USO		1			<null>	MATRIZ GESTÃO FORMAL	133838	8	RYAN	27/09/2024	44136	430	N
31927	EM USO	INTELBRAS	2052			<null>	MATRIZ GESTÃO FORMAL - PAULA	13649	8	BEA.SC	14/11/2025	44136	417	N
31928	EM USO	INTELBRAS	2052			<null>	GESTÃO FORMAL - ADRIANY	2063	8	BEA.SC	14/11/2025	44136	838	N
31929	EM USO	DELL	2052			<null>	GESTÃO FORMAL - ADRIANY	2063	8	BEA.SC	14/11/2025	44136	185	N
31930	EM USO	INTELBRAS	2052			<null>	GESTÃO FORMAL - GISELE	133838	8	BEA.SC	14/11/2025	44136	654	N
31931	EM USO	INTELBRAS	2052			<null>	MATRIZ GESTÃO FORMAL - MARIA HELENA	133838	8	BEA.SC	14/11/2025	44136	485	N
31932	EM USO	INTELBRAS	2052			<null>	GESTÃO FORMAL - ALESSANDRA H	189712	8	BEA.SC	14/11/2025	44136	417	N
31933	EM USO	MIDEA	2052			<null>	MATRIZ GESTÃO FORMAL	133838	8	BEA.SC	14/11/2025	44136	776	N
31934	EM USO		1			<null>	MATRIZ GESTÃO FORMAL	133838	8	RYAN	27/09/2024	44136	551	N
31935	EM USO		1			<null>		133838	407	RYAN	04/10/2024	44136	322	N
31936	EM USO	SAMSUNG	1825			<null>	BLOCO B - ESPLANADA	133838	870	BEA.SC	03/09/2025	44136	322	N
31937	EM USO		3			30/09/2024		133838	530	RYAN	04/10/2024	46754	603	N
31938	EM USO		3			30/09/2024		133838	530	RYAN	04/10/2024	46754	603	N
31939	EM USO	SAMSUNG	1			<null>		133838	197	RYAN	11/07/2025	44136	1183	N
31940	EM USO	BRAZIL PC	1508			02/10/2024		133838	868	RYAN	07/10/2024	46780	854	N
31941	EM USO	BRAZIL PC	1508			02/10/2024		133838	868	RYAN	07/10/2024	46780	854	N
31942	EM USO	BRAZIL PC	1508			02/10/2024		133838	868	RYAN	07/10/2024	46780	854	N
31943	EM USO	BRAZIL PC	1508			02/10/2024		133838	868	RYAN	07/10/2024	46780	854	N
31944	EM USO	BRAZIL PC	1508			02/10/2024		133838	868	RYAN	07/10/2024	46780	854	N
31945	EM USO	WAP	952			14/02/2023		133838	813	RYAN	08/10/2024	37838	858	N
31946	EM USO		952			14/02/2023		133838	813	RYAN	08/10/2024	37838	352	N
31947	EM USO		952			14/02/2023		133838	813	RYAN	08/10/2024	37838	52	N
31948	EM USO	MOR	952			14/02/2023		133838	813	RYAN	08/10/2024	37838	52	N
31949	EM USO		952			14/02/2023		133838	813	RYAN	14/10/2024	37838	856	N
31950	EM USO		953			14/02/2023		133838	813	RYAN	08/10/2024	37838	52	N
31951	EM USO		953			14/02/2024		133838	813	RYAN	08/10/2024	37838	352	N
31952	EM USO	LENOVO	1691			02/10/2024	SAIDA DA SEDE 03/2025	133838	890	BEA.SC	03/09/2025	46774	764	N
31953	EM USO	LENOVO	1431			02/10/2024	SUPERVISOR MARCIO	133838	200	BEA.SC	04/09/2025	46774	764	N
31954	EM USO	LENOVO	1			02/10/2024		133838	407	BEA.SC	03/09/2025	46774	764	N
31955	Á DISPOSIÇÃO	LENOVO	1969			02/10/2024	ESTOQUE STI	133838	8	BEA.SC	04/11/2025	46774	764	N
31957	EM USO	LENOVO	1508			26/09/2024		133838	868	RYAN	11/10/2024	46710	764	S
31958	EM USO	LENOVO	1508			26/09/2024		133838	868	RYAN	11/10/2024	46710	764	N
31959	EM USO	LENOVO	1508			26/09/2024		133838	868	RYAN	11/10/2024	46710	764	N
31960	EM USO		1967			<null>	PUXADINHO - SARAH	133838	8	BEA.SC	14/11/2025	<null>	709	N
31961	EM USO		954			14/02/2023		133838	813	RYAN	21/10/2024	37838	52	N
31962	EM USO		954			14/02/2023		133838	813	RYAN	21/10/2024	37838	52	N
31963	EM USO	WAP	954			01/08/2023		133838	813	RYAN	21/10/2024	40061	858	N
31964	EM USO	STIHL	954			31/03/2023		133838	813	RYAN	21/10/2024	38515	81	N
31965	EM USO		954			14/02/2023		133838	813	RYAN	21/10/2024	37838	856	N
31966	EM USO		954			14/02/2023		133838	813	RYAN	21/10/2024	37838	856	N
31967	EM USO	LAVOR	951			14/02/2023		133838	813	RYAN	21/10/2024	37838	725	N
31968	EM USO		951			14/02/2023		133838	813	RYAN	21/10/2024	37838	52	N
31969	EM USO		951			14/02/2023		133838	813	RYAN	21/10/2024	37838	50	N
31971	EM USO		954			14/02/2023		133838	813	RYAN	16/01/2025	37838	50	N
31972	EM USO		955			14/02/2023		133838	813	RYAN	16/01/2025	37838	856	N
31973	EM USO	WAP	955			14/02/2023	220V	133838	813	RYAN	16/01/2025	37838	858	N
31974	EM USO		955			14/02/2023		133838	813	RYAN	16/01/2025	37838	52	N
31975	EM USO	KARCHER	951			14/02/2023		133838	813	RYAN	21/10/2024	37838	119	N
31976	EM USO	LAVOR	956			14/02/2023	220V	133838	813	RYAN	13/11/2024	37838	725	N
31977	EM USO	KARCHER	956			14/02/2023		133838	813	RYAN	13/11/2024	37838	119	N
31978	EM USO		956			14/02/2023		133838	813	RYAN	13/11/2024	37838	50	N
31979	EM USO		951			14/02/2023		133838	813	RYAN	21/10/2024	37838	856	N
31980	EM USO		956			14/02/2023		133838	813	RYAN	13/11/2024	37838	52	N
31981	EM USO		956			14/02/2023		133838	813	RYAN	13/11/2024	37838	856	N
31982	EM USO		1			04/10/2024		133838	197	RYAN	10/07/2025	46833	151	N
31983	EM USO		1			04/10/2024	PC APOIO SUPERVISÃO 04	133838	197	RYAN	11/07/2025	46833	151	N
31984	EM USO		1			04/10/2024	PC APOIO SUPERVISÃO 03	133838	197	RYAN	11/07/2025	46833	151	N
31985	EM USO		1			04/10/2024		133838	197	RYAN	10/07/2025	46833	151	N
31986	EM USO		1			04/10/2024		133838	197	RYAN	10/07/2025	46833	151	N
31987	EM USO	WAP	1570			14/02/2023		133838	813	RYAN	21/11/2024	37838	858	N
31988	EM USO	STIHL	1570			31/03/2023		133838	813	RYAN	21/11/2024	38517	997	N
31989	EM USO		1570			14/02/2023		133838	813	RYAN	21/11/2024	37838	856	N
31990	EM USO	WAP	949			14/02/2023		133838	813	RYAN	21/11/2024	37838	858	N
31991	EM USO		949			14/02/2023		133838	813	RYAN	21/11/2024	37838	856	N
31992	EM USO		949			14/02/2023		133838	813	RYAN	21/11/2024	37838	50	N
31993	EM USO	GARTHEN	949			14/02/2023		133838	813	RYAN	21/11/2024	37838	857	N
31994	EM USO		949			14/02/2023		133838	813	RYAN	21/11/2024	37838	52	N
31995	EM USO	WAP	950			14/02/2023	220V	133838	813	RYAN	21/11/2024	37838	858	N
31996	EM USO	GARTHEN	950			14/02/2023		133838	813	RYAN	21/11/2024	37838	857	N
31997	EM USO		950			14/02/2023		133838	813	RYAN	21/11/2024	37838	856	N
31998	EM USO		950			14/02/2023		133838	813	RYAN	21/11/2024	37838	50	N
31999	EM USO		949			14/02/2023		133838	813	RYAN	21/11/2024	37838	856	N
32000	EM USO		1968			22/10/2024	MATRIZ RH	133838	8	BEA.SC	01/12/2025	47133	946	S
32001	EM USO	DELL	2053			28/10/2024	CONTRATO VIVO - COMERCIAL - JULIO	133838	8	BEA.SC	14/11/2025	44136	970	N
32002	EM USO	DELL	2053			28/10/2024	CONTRATO VIVO - PATRICIA COMERCIAL	133838	8	BEA.SC	14/11/2025	44136	970	N
32003	EM USO	DELL	2034			28/10/2024		133838	8	BEA.SC	16/10/2025	44136	970	N
32004	EM USO	DELL	2034			28/10/2024	VITÓRIA	133838	8	BEA.SC	16/10/2025	44136	970	N
32005	Á DISPOSIÇÃO	DELL	1969			28/10/2024	CONTRATO VIVO - ESTOQUE STI	133838	8	BEA.SC	31/10/2025	44136	970	N
32006	EM USO	DELL	2052			28/10/2024	CONTRATO VIVO - PAULA - GESTÃO FORMAL	133838	8	BEA.SC	14/11/2025	44136	970	N
32007	EM USO	DELL	2052			28/10/2024	CONTRATO VIVO - GESTÃO FORMAL - JOÃO LEONARDO	133838	8	BEA.SC	14/11/2025	44136	970	N
32008	Á DISPOSIÇÃO	DELL	1969			28/10/2024	CONTRATO VIVO - ESTOQUE STI	133838	8	BEA.SC	31/10/2025	44136	970	N
32009	Á DISPOSIÇÃO	DELL	1969			28/10/2024	CONTRATO VIVO - ESTOQUE STI	133838	8	BEA.SC	31/10/2025	44136	970	N
32010	EM USO	DELL	2052			28/10/2024	CONTRATO VIVO - ALESSANDRA H	189712	8	BEA.SC	14/11/2025	44136	971	N
32011	EM USO	DELL	1967			28/10/2024	CONTRATO VIVO - MATRIZ RH JULIA	133838	8	BEA.SC	17/11/2025	44136	971	N
32012	EM USO	DELL	2049			28/10/2024	CONTRATO VIVO - VINICIUS	133838	8	BEA.SC	13/11/2025	44136	971	N
32013	EM USO	DELL	2020			28/10/2024	CONTRATO VIVO - FINANCEIRO SARA	133838	8	BEA.SC	06/11/2025	44136	971	N
32014	EM USO	DELL	1968			28/10/2024	CONTRATO VIVO - DENIR	133838	8	BEA.SC	13/11/2025	44136	971	N
32015	EM USO	DELL	1			28/10/2024	CONTRATO VIVO - DR ROGERIO	133838	8	BEA.SC	01/12/2025	44136	971	N
32016	EM USO	DELL	2050			28/10/2024	CONTRATO VIVO - TATI GOIS	133838	8	BEA.SC	11/11/2025	44136	971	N
32017	EM USO	DELL	2049			28/10/2024	CONTRATO VIVO - FATURAMENTO BÁRBARA	133838	8	BEA.SC	10/11/2025	44136	971	N
32018	Á DISPOSIÇÃO	DELL	1967			28/10/2024	CONTRATO VIVO - RH SC - ELAINE	133838	8	BEA.SC	14/11/2025	44136	971	N
32019	EM USO	BLACK DECKER	1			03/11/2022	EM USO DO STI	133838	8	RYAN	28/10/2024	36558	927	N
32020	EM USO	SAMSUNG	1			<null>		133838	197	RYAN	11/07/2025	44244	1183	N
32021	EM USO	SAMSUNG	1			<null>		133838	197	RYAN	11/07/2025	44244	1183	N
32023	EM USO	SAMSUNG	2031			<null>		110963	8	BEA.SC	15/10/2025	47361	327	N
32025	EM USO	SAMSUNG	1			<null>		133838	197	RYAN	13/11/2024	44244	323	N
32026	BAIXA		2001			<null>	BAIXA	133838	878	BEA.SC	11/11/2025	44136	115	N
32028	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32029	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32030	Á DISPOSIÇÃO	GSR	1642			30/10/2024		185895	999915	TIAGOP	21/08/2025	47296	846	N
32031	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	848	N
32032	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1039	N
32033	EM USO		1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1029	N
32034	Á DISPOSIÇÃO		1642			30/10/2024		185895	999915	TIAGOP	21/08/2025	47295	982	N
32035	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1039	N
32036	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1039	N
